name	gender	meaning
Radoslava	Feminine form of RADOSLAV.	1
Radu	Old Romanian diminutive of Slavic names beginning with the element rad "happy, willing". This was the name of a 13th-century ruler of Wallachia.	0
Radúz	Derived from the Czech word rád "happy, glad". The Czech author Julius Zeyer probably created it for a character in his play 'Radúz and Mahulena' (1898).	0
Radulf	Germanic cognate of RÁÐÚLFR.	0
Radzim	Short form of RADZIMIERZ.	0
Radzimierz	Polish form of RADOMIR.	0
Rae	Short form of RACHEL. It can also be used as a feminine form of RAY.	1
Raeburn	From a surname which was originally derived from a Scottish place name meaning "stream where does drink" in Middle English. A famous bearer of the surname was Scottish portrait painter Sir Henry Raeburn (1756-1823).	0
Raelene	Combination of RAE and the popular name suffix lene.	1
Raelyn	Combination of RAE and the popular name suffix lyn.	1
Raf	Short form of RAFAËL.	0
Rafa	Spanish short form of RAFAEL.	0
Rafa'el	Hebrew form of RAPHAEL. This name does not appear in any surviving Hebrew text of the Old Testament Apocrypha.	0
Rafaël	Dutch form of RAPHAEL.	0
Rafael	Form of RAPHAEL.	0
Rafaela	Spanish, Portuguese and Macedonian feminine form of RAPHAEL.	1
Rafał	Polish form of RAPHAEL.	0
Rafe	Variant of RALPH. This form became common during the 17th century, reflecting the usual pronunciation.	0
Raffael	German variant of RAPHAEL.	0
Raffaela	German feminine form of RAPHAEL.	1
Raffaele	Italian form of RAPHAEL.	0
Raffaella	Italian feminine form of RAPHAEL.	1
Raffaello	Italian form of RAPHAEL.	0
Rafferty	From an Irish surname which was an Anglicized form of Ó Rabhartaigh meaning "descendant of Rabhartach". The given name Rabhartach means "flood tide".	0
Rafinha	Portuguese diminutive of RAFAEL.	0
Rafiq	Means either "friend" or "gentle" in Arabic.	0
Rafiqa	Feminine form of RAFIQ.	1
Raganhar	Old Germanic form of RAYNER.	0
Raganhildis	Old Germanic form of REINHILD.	1
Ragemprand	Old Germanic form of REMBRANDT.	0
Raghnaid	Scottish form of RAGNHILD.	1
Raghnailt	Irish form of RAGNHILD.	1
Raghnall	Gaelic form of RAGNVALD.	0
Raghu	Means "swift" in Sanskrit. This is the name of a heroic king in Hindu epics, the great-grandfather of Rama. It is also mentioned as the name of a son of Buddha in Buddhist texts.	0
Raginald	Old Germanic form of REYNOLD.	0
Raginhard	Old Germanic form of REYNARD.	0
Raginmar	Old Germanic form of RAMIRO.	0
Raginmund	Old Germanic form of RAYMOND.	0
Ragna	Short form of Old Norse names beginning with the element regin "advice, counsel".	1
Ragnar	Scandinavian cognate of RAYNER.	0
Ragnarr	Old Norse cognate of RAGANHAR.	0
Ragnbjörg	Old Norse name derived from the elements regin "advice, counsel" and björg "help, save, rescue".	1
Ragnfríðr	Old Norse form of RANDI  (2).	1
Ragnheiðr	Old Norse name meaning "bright advice", derived from the elements regin "advice, counsel" and heiðr "brightness".	1
Ragnheiður	Icelandic form of RAGNHEIÐR.	1
Ragnhild	From the Old Norse name Ragnhildr, composed of the elements regin "advice, counsel" and hildr "battle".	1
Ragnhildr	Old Norse form of RAGNHILD.	1
Ragnhildur	Icelandic form of RAGNHILD.	1
Ragnvald	Modern Scandinavian form of RAGNVALDR.	0
Ragnvaldr	Old Norse name composed of the elements regin "advice, counsel" and valdr "power, ruler" (making it a cognate of REYNOLD).	0
Raguel	Means "friend of God" in Hebrew. The Book of Enoch names him as one of the seven archangels.	0
Rahab	Means "spacious" in Hebrew. This was the name of a prostitute of Jericho who aided the Israelites in the Old Testament.	1
Raharjo	Means "plentiful" in Javanese.	0
Rahat	Means "rest, comfort" in Arabic.	0
Raheem	Variant transcription of RAHIM.	0
Rahel	Biblical Latin form of RACHEL.	1
Rahela	Romanian and Serbian form of RACHEL.	1
Rahim	Means "kind, compassionate" in Arabic. In Islamic tradition الرحيم (al-Rahim) is one of the 99 names of Allah.	0
Rahman	Means "merciful" in Arabic. In Islamic tradition الرحمان (al-Rahman) is one of the 99 names of Allah.	0
Rahmi̇	Means "merciful" in Turkish, ultimatey from Arabic.	0
Rahul	Means "able, efficient" in Sanskrit. This was the name of a son of Gautama Buddha.	0
Raibeart	Scottish form of ROBERT.	0
Raiden	Variant transcription of RAIJIN. This is the usual spelling of the god's name in English.	0
Raijin	From Japanese 雷 (rai) meaning "thunder" and 神 (jin) meaning "god, spirit". This is the name of the god of thunder and storms in the mythology of Japan.	0
Raimo	Finnish form of RAYMOND.	0
Raimonda	Italian feminine form of RAYMOND.	1
Raimondas	Lithuanian form of RAYMOND.	0
Raimondo	Italian form of RAYMOND.	0
Raimonds	Latvian form of RAYMOND.	0
Raimund	German form of RAYMOND.	0
Raimunde	German feminine form of RAYMOND.	1
Raimundo	Spanish and Portuguese form of RAYMOND.	0
Rain  (1)	Simply from the English word rain, derived from Old English regn.	0
Rain  (2)	Estonian short form of RAYNER and other Germanic names beginning with the element ragin "advice, counsel".	0
Raina	Variant transcription of RAYNA  (1).	1
Rainard	Variant of REYNARD.	0
Rainbow	From the English word for the arc of multicoloured light that can appear in a misty sky.	1
Raine	Possibly based on the French word reine meaning "queen". A famous bearer is the British socialite Raine Spencer (1929-), the stepmother of Princess Diana. In modern times it can also be used as a variant of RAIN  (1) or a short form of LORRAINE.	0
Rainer	German form of RAYNER.	0
Rainerio	Spanish form of RAYNER.	0
Rainier	French form of RAYNER.	0
Rais	Means "leader, chief" in Arabic.	0
Raisa  (1)	Possibly from Greek ‘ραιον (rhaion) meaning "more relaxed".	1
Raisa  (2)	Means "rose" in Yiddish.	1
Raisa  (3)	Feminine form of RAIS.	1
Raj	Means "king" or "prince" in Sanskrit.	0
Raisel	Diminutive of RAISA  (2).	1
Raja  (1)	Means "hope" in Arabic.	1
Raja  (2)	Variant of RAJ.	0
Rajab	Means "respect" in Arabic. This is the name of the seventh month in the Islamic calendar.	0
Rajani	Means "the dark one" in Sanskrit. This is another name of the Hindu goddess Kali or Durga.	1
Rajender	Variant of RAJENDRA.	0
Rajendra	Means "lord of kings", derived from Sanskrit राज (raja) "king" combined with the name of the Hindu god INDRA, used here to mean "lord".	0
Rajesh	Means "ruler of kings" from Sanskrit ऋज (riaja) "king" and ईश (isha) "lord, ruler".	0
Rajinder	Punjabi form of RAJENDRA.	0
Rajiv	Means "striped" in Sanskrit. This is used to refer to the blue lotus in Hindu texts.	0
Rajiya	Means "hopeful" in Arabic.	1
Rajko	Derived from Croatian raj meaning "paradise".	0
Rajkumari	Means "princess" in Sanskrit.	1
Rajmund	Polish and Slovene form of RAYMOND.	0
Rajneesh	Variant transcription of RAJNISH.	0
Rajni	Means "queen" in Sanskrit.	1
Rajnish	Means "lord of the night" from Sanskrit रजनि (rajani) "night" and ईश (isha) "lord, ruler".	0
Rajya	Variant transcription of RAJIYA.	1
Rakel	Scandinavian form of RACHEL.	1
Rakesh	Means "lord of the full-moon day" from Sanskrit राका (raka) "full-moon day" and ईश (isha) "lord, ruler".	0
Raleigh	From a surname which was from a place name meaning either "red clearing" or "roe deer clearing" in Old English.	0
Ralf	Variant of RALPH.	0
Ralph	Contracted form of the Old Norse name RÁÐÚLFR (or its Norman form Radulf). Scandinavian settlers introduced it to England before the Norman conquest, though afterwards it was bolstered by Norman influence. In the Middle Ages it was usually spelled Ralf, but by the 17th century it was most commonly Rafe, reflecting the normal pronunciation. The Ralph spelling appeared in the 18th century. A famous bearer of the name was Ralph Waldo Emerson (1803-1882), an American poet and author who wrote on transcendentalism.	0
Raluca	Romanian diminutive of the Greek name Rallou, of uncertain meaning. It was popularized by the actress Rallou Karatza (1778-1870), a daughter of the Prince of Wallachia Ioannis Karatzas, who was of Greek background.	1
Ralphie	Diminutive of RALPH.	0
Ram  (2)	Modern transcription of RAMA.	0
Rama	Means "pleasing" in Sanskrit. In Hindu belief this is the name of an incarnation of the god Vishnu. He is the hero of the 'Ramayana', a Hindu epic, which tells of the abduction of his wife Sita by the demon king Ravana, and his efforts to recapture her. His full name is Ramachandra.	0
Ram  (1)	Means "exalted" in Hebrew. This was a son of Hezron in the Old Testament.	0
Ramachander	Variant of RAMACHANDRA.	0
Ramachandra	Means "Rama moon", derived from RAMA, another name of Vishnu, combined with Sanskrit चन्द्र (chandra) meaning "moon". This is the full name of the Hindu hero Rama.	0
Ramadan	From the name of the ninth month of the Islamic calendar. It is derived from Arabic رمض (ramad) meaning "parchedness, scorchedness". Muslims traditionally fast during this month.	0
Ramakrishna	Combination of the names of the Hindu gods RAMA and KRISHNA. This name was borne by the Hindu religious teacher Sri Ramakrishna Paramahamsa (1836-1886).	0
Ramaz	Possibly a Georgian form of RAMADAN.	0
Ramazan	Turkish form of RAMADAN.	0
Ramazi	Variant of RAMAZ.	0
Rambert	Derived from the Germanic elements hramn "raven" and beraht "bright".	0
Rameses	From Egyptian Ra-msj-sw meaning "born of Ra", composed of the name of the supreme god RA combined with the Egyptian root mesu "be born". Rameses was the name of eleven Egyptian kings of the New Kingdom. The most important of these were Rameses II the Great who campaigned against the Hittites and also built several great monuments, and Rameses III who defended Egypt from the Libyans and Sea Peoples.	0
Ramesh	Modern transcription of RAMESHA.	0
Ramesha	Means "ruler of Rama", derived from Sanskrit रमा (Rama), a name of Lakshmi (wife of the god Vishnu), combined with ईश (isha) "ruler". This is one of the names of the Hindu god Vishnu.	0
Rameshwar	Means "lord Rama", derived from RAMA, another name of Vishnu, combined with Sanskrit ईश्वर (ishvara) meaning "lord".	0
Ramesses	Variant of RAMESES.	0
Ramessu	Reconstructed Egyptian form of RAMESES.	0
Ramiro	Spanish and Portuguese form of Ramirus, a Latinized form of a Visigothic name derived from the Germanic elements ragin "advice" and meri "famous". Saint Ramirus was a 6th-century prior of the Saint Claudius Monastery in Leon. He and several others were executed by the Arian Visigoths, who opposed orthodox Christianity.	0
Ramirus	Latinized form of RAMIRO.	0
Ramla	Variant transcription of RAMLAH.	1
Ramlah	Means "sand" in Arabic. This was the name of one of the wives of Muhammad.	1
Ramón	Spanish form of RAYMOND.	0
Ramon	Catalan form of RAYMOND.	0
Ramona	Feminine form of RAMÓN. It was popularized in the English-speaking world by Helen Hunt Jackson's novel 'Ramona' (1884), as well as several subsequent movies based on the book.	1
Ramsay	Variant of RAMSEY.	0
Ramses	Variant of RAMESES.	0
Ramsey	From a surname which was derived from a place name meaning "wild-garlic island" in Old English.	0
Ramūnas	Derived from Lithuanian ramus meaning "calm".	0
Ran	From Japanese 蘭 (ran) meaning "orchid" or other kanji pronounced in the same way.	1
Rana	Means "an eye-catching object" from Arabic رنا (rana) "to gaze".	1
Ranald	Scottish form of REYNOLD.	0
Randa	Means "scented tree" in Arabic.	1
Randal	Variant of RANDALL.	0
Randel	Medieval diminutive of RANDOLF and other names beginning with the Germanic element rand meaning "rim (of a shield)".	0
Randall	From an English surname which was derived from the medieval given name RANDEL.	0
Randell	Variant of RANDALL.	0
Randi  (1)	Diminutive of MIRANDA.	1
Randi  (2)	Modern form of the Old Norse name Ragnfríðr, which was derived from regin "advice, counsel" and fríðr "beautiful".	1
Randolf	From the Germanic elements rand meaning "rim (of a shield)" and wulf meaning "wolf". The Normans brought this name to England, where there existed already an Old Norse cognate Randúlfr, which had been introduced by Scandinavian settlers. Randolf became rare after the Middle Ages, though it was revived in the 18th century (usually in the spelling Randolph).	0
Randolph	Variant of RANDOLF. This spelling was adopted in the 18th century.	0
Randúlfr	Old Norse form of RANDOLF.	0
Randulf	Old Germanic form of RANDOLF.	0
Randy	Diminutive of RANDALL, RANDOLF or MIRANDA.	0
Rangi	Means "sky" in Maori. In Maori and other Polynesian mythology Rangi or Ranginui was a god of the sky, husband of the earth goddess Papa. They were locked in a crushing embrace but were eventually separated by their children, the other gods.	0
Rani  (1)	Means "queen" in Sanskrit.	1
Rani  (2)	Means "my joy" or "my song" in Hebrew.	1
Raniero	Italian form of RAYNER.	0
Raniya	Means "looking at", derived from Arabic رنا (rana) "to gaze".	1
Ranj	Short form of RANJIT.	0
Ranjeet	Variant transcription of RANJIT.	0
Ranjit	Means "coloured, pleased, delighted" in Sanskrit. A famous bearer was Ranjit Singh, the founder of a 19th-century Sikh kingdom that covered most of the Punjab and Kashmir.	0
Ranka	Feminine form of RANKO.	1
Ranko	Derived from the Slavic word ранъ (ranu) meaning "early".	0
Ransu	Finnish form of Franciscus (see FRANCIS).	0
Ranulf	Scottish form of the Old Norse name Randúlfr, a cognate of RANDOLF. Scandinavian settlers and invaders introduced this name to Scotland in the Middle Ages.	0
Ranulph	Variant of RANULF.	0
Ranya	Variant transcription of RANIYA.	1
Raoul	French form of Radulf (see RALPH).	0
Raphaël	French form of RAPHAEL.	0
Raphaëlle	French feminine form of RAPHAEL.	1
Raphael	From the Hebrew name רָפָאֵל (Rafa'el) which meant "God has healed". In Hebrew tradition Raphael was the name of one of the seven archangels. He appears in the Old Testament in the Book of Tobit, where it is told how he aided Tobias. This name has never been common in the English-speaking world, though it has been well-used elsewhere in Europe. A famous bearer was the 16th-century Renaissance master Raphael Sanzio (usually known simply as Raphael).	0
Raphaela	Feminine form of RAPHAEL.	1
Raquel	Spanish and Portuguese form of RACHEL.	1
Rasa	Means "dew" in Lithuanian.	1
Raschelle	Variant of RACHELLE.	1
Rasha	Means "young gazelle" in Arabic.	1
Rashad	Means "good sense, good guidance" in Arabic.	0
Rashaun	Combination of the prefix Ra with the name SHAUN.	0
Rashawn	Combination of the prefix Ra with the name SHAWN.	0
Rashed	Variant transcription of راشد (RASHID).	0
Rasheed	Variant transcription of رشيد (RASHID).	0
Rashid	Means "rightly guided" in Arabic. This transcription represents two different Arabic names. In Islamic tradition الرشيد (al-Rashid) is one of the 99 names of Allah.	0
Rashida	Feminine form of RASHID.	1
Rashmi	Means "ray of sunlight" or "rope" in Sanskrit.	1
Rashn	Modern Persian form of Avestan Rashnu meaning "justice". In Zoroastrianism this was the name of a Yazata who judged the souls of the dead.	0
Rashnu	Ancient Avestan form of RASHN.	0
Rasi̇m	Turkish and Azerbaijani form of RASIM.	0
Rasim	Means "planner, architect" in Arabic.	0
Rasima	Feminine form of RASIM.	1
Rasmus	Scandinavian form of ERASMUS.	0
Rastus	Short form of ERASTUS.	0
Rasul	Means "prophet, messenger" in Arabic.	0
Ratan	Variant (derived via Prakrit) of RATNA.	0
Rathna	Southern Indian form of RATNA.	0
Rathnait	Derived from Irish rath "grace, prosperity" combined with a diminutive suffix.	1
Rati	Means "rest, pleasure" in Sanskrit. This is the name of the wife of the Hindu god of love Kama.	1
Ratimir	Derived from the Slavic elements rati meaning "war, battle" and miru meaning "peace, world".	0
Ratko	Diminutive of names beginning with the Slavic element rati meaning "war, battle".	0
Ratna	Derived from Sanskrit रत्न (ratna) meaning "jewel". This is a transcription of both the feminine form रत्ना and the masculine form रत्न.	0
Ratnam	Variant of RATNA.	0
Ratomir	Serbian form of RATIMIR.	0
Ratree	From the name of a variety of jasmine flower, the night jasmine, ultimately from a poetic word meaning "night".	1
Ratu	Means "queen" in Indonesian and Javanese.	1
Raúl	Spanish form of RADULF.	0
Rauf	Means "compassionate" in Arabic.	0
Rauha	Means "peace" in Finnish.	1
Raul	Italian and Portuguese form of Radulf (see RALPH).	0
Rava	Means "ravishing" in Esperanto.	1
Raven	From the name of the bird, ultimately from Old English hræfn. The raven is revered by several Native American groups of the west coast. It is also associated with the Norse god Odin.	0
Ravenna	Either an elaboration of RAVEN, or else from the name of the city of Ravenna in Italy.	1
Ravi	Means "sun" in Sanskrit. Ravi is a Hindu god of the sun, sometimes equated with Surya.	0
Ravid	Means "ornament, necklace" in Hebrew.	0
Ravinder	Punjabi form of RAVINDRA.	0
Ravindra	Means "lord of the sun" from Sanskrit रवि (ravi) "sun" combined with the name of the Hindu god INDRA, used here to mean "lord".	0
Rawiya	Means "storyteller", derived from Arabic روى (rawa) "to relate".	1
Rawya	Variant transcription of RAWIYA.	1
Ray	Short form of RAYMOND, often used as an independent name. It coincides with an English word meaning "beam of light". Science-fiction author Ray Bradbury (1920-2012) and musician Ray Charles (1930-2004) are two notable bearers of the name.	0
Raya	Diminutive of RAYNA  (1).	1
Rayan	Variant transcription of RAYYAN.	0
Rayen	Means "flower" in Mapuche.	1
Rayhana	Means "basil" in Arabic. This was the name of a wife of the Prophet Muhammad.	1
Rayko	Bulgarian variant of RADKO.	0
Raylene	Combination of RAY and the popular name suffix lene.	1
Raymond	From the Germanic name Raginmund, composed of the elements ragin "advice" and mund "protector". The Normans introduced this name to England in the form Reimund. It was borne by several medieval (mostly Spanish) saints, including Saint Raymond Nonnatus, the patron of midwives and expectant mothers, and Saint Raymond of Peñafort, the patron of canonists.	0
Raymonde	French feminine form of RAYMOND.	1
Raymund	Variant of RAYMOND.	0
Raymundo	Spanish and Portuguese form of RAYMOND.	0
Rayna  (1)	Either a Bulgarian form of REGINA or a feminine form of RAYNO.	1
Rayna  (2)	Variant transcription of REINA  (2).	1
Raynard	Variant of REYNARD.	0
Rayner	From the Germanic name Raganhar, composed of the elements ragin "advice" and hari "army". The Normans brought this name to England where it came into general use, though it was rare by the end of the Middle Ages.	0
Rayno	Bulgarian variant of RADKO.	0
Rayyan	Means "watered, luxuriant" in Arabic. According to Islamic tradition this is the name of one of the gates of paradise.	0
Raz	Means "secret" in Hebrew.	0
Raza	Variant transcription of RIDHA.	0
Re	Variant spelling of RA.	0
Réamann	Irish form of RAYMOND.	0
Raziela	Means "my secret is God" in Hebrew.	1
Rémy	French form of the Latin name Remigius, which was derived from Latin remigis "oarsman". Saint Rémy was a 5th-century bishop who converted and baptized Clovis, king of the Franks.	0
Read	From a surname which was a variant of REED.	0
Reagan	From an Irish surname, an Anglicized form of Ó Ríagáin meaning "descendant of RIAGÁN". This surname was borne by American president Ronald Reagan (1911-2004).	0
Reanna	Variant of RHIANNA.	1
Reannon	Variant of RHIANNON.	1
Rearden	Anglicized form of RÓRDÁN.	0
Reba	Short form of REBECCA.	1
Rebecca	From the Hebrew name רִבְקָה (Rivqah), possibly meaning "a snare" in Hebrew, or perhaps derived from an Aramaic name. This is the name of the wife of Isaac and the mother of Esau and Jacob in the Old Testament. It came into use as a Christian name after the Protestant Reformation, and it was popular with the Puritans in the 17th century.	1
Rebekah	Form of REBECCA used in some versions of the Bible.	1
Rebekka	German, Dutch, Danish and Norwegian form of REBECCA. It is also the form used in the Greek Old Testament.	1
Reed	From an English surname which comes from multiple sources, including Old English read meaning "red" (originally a nickname given to a person with red hair or a ruddy complexion) and Old English ried meaning "clearing" (given to a person who lived in a clearing in the woods).	0
Rees	Anglicized form of RHYS.	0
Refilwe	Means "we were given" in Tswana.	0
Regina	Means "queen" in Latin (or Italian). It was in use as a Christian name from early times, and was borne by a 2nd-century saint. In England it was used during the Middle Ages in honour of the Virgin Mary, and it was later revived in the 19th century. A city in Canada bears this name, in honour of Queen Victoria.	1
Reginald	From Reginaldus, a Latinized form of REYNOLD.	0
Regula	Means "rule" in Latin. This was the name of a 3rd-century Swiss martyr, the patron saint of Zurich.	1
Regulus	Roman cognomen meaning "prince, little king", a diminutive of Latin rex "king". This was the cognomen of several related consuls during the 3rd century BC. It was also the name of several early saints. A star in the constellation Leo bears this name as well.	0
Rei	From Japanese 鈴 (rei) meaning "bell", 麗 (rei) meaning "beautiful, lovely" or 玲 (rei) meaning "the tinkling of jade". This name can also be formed by other kanji with the same pronunciation.	1
Reidar	From the Old Norse name Hreiðarr which was derived from the elements hreiðr "nest, home" and arr "warrior".	0
Reidun	From the Old Norse name Hreiðunn which was derived from the elements hreiðr "nest, home" and unnr "to wave, to billow".	1
Rein	Originally a short form of Germanic names beginning with the element ragin "advice, counsel".	0
Reina  (2)	Derived from Yiddish רֵײן (rein) meaning "clean, pure". It is sometimes used as a Yiddish form of KATHERINE.	1
Reinhild	From a Germanic name which was composed of the elements ragin "advice" and hild "battle".	1
Remao	Limburgish form of RAYMOND. Its spelling has been influenced by the French pronunciation of Raymond.	0
Rembrandt	From a Germanic name which was composed of the elements ragin "advice" and brand "sword". This name belonged to the 17th-century Dutch painter Rembrandt van Rijn.	0
Remedios	Means "remedies" in Spanish. It is taken from the title of the Virgin Mary, Nuestra Señora de los Remedios, meaning "Our Lady of the Remedies".	1
Remei	Means "remedy" in Catalan, a Catalan equivalent of REMEDIOS.	1
Remiel	Means "mercy of God" in Hebrew. The Book of Enoch names him as one of the seven archangels.	0
Remigius	Latin form of RÉMY.	0
Remus	Meaning unknown. In Roman legend Romulus and Remus were the founders of Rome. Remus was later slain by Romulus.	0
Ren	From Japanese 蓮 (ren) meaning "lotus", 恋 (ren) meaning "love", or other kanji which are pronounced the same way.	0
Renáta	Hungarian, Czech and Slovak feminine form of RENATUS.	1
Renat	Russian form of RENATUS. In some cases Communist parents may have bestowed it as an acronym of революсия наука техника (revolyusiya nauka tekhnika) meaning "revolution, science, technics" or революсия наука труд (revolyusiya nauka trud) meaning "revolution, science, labour".	0
Renatus	Late Latin name meaning "born again".	0
René	French form of RENATUS. A famous bearer was the French mathematician and rationalist philosopher René Descartes (1596-1650).	0
Reneer	Limburgish form of RAYNER.	0
Retha	Short form of MARGARETHA.	1
Reut	Means "friend" in Hebrew, making it a variant of the Biblical name Ruth.	1
Reuven	Hebrew form of REUBEN.	0
Reva	Means "one that moves" in Sanskrit. This is another name of the Hindu goddess Rati.	1
Revaz	Possibly of Persian origin meaning "wealthy, successful".	0
Revazi	Variant of REVAZ.	0
Rex	From Latin rex "king". It has been used as a given name since the 19th century.	0
Reyhan	Turkish and Uyghur form of RAYHANA.	1
Reyhangul	Uyghur elaboration of REYHAN using the suffix گۇل (gul) meaning "flower, rose".	1
Reynard	From the Germanic name Raginhard, composed of the elements ragin "advice" and hard "brave, hardy". The Normans brought it to England in the form Reinard, though it never became very common there. In medieval fables the name was borne by the sly hero Reynard the Fox (with the result that renard has become a French word meaning "fox").	0
Reynold	From the Germanic name Raginald, composed of the elements ragin "advice" and wald "rule". The Normans (who used forms like Reinald or Reinold) brought the name to Britain, where it reinforced rare Old English and Norse cognates already in existence. It was common during the Middle Ages, but became more rare after the 15th century.	0
Reza	Persian form of RIDHA.	0
Reziko	Diminutive of REVAZ.	0
Rhea	Latinized form of Greek ‘Ρεια (Rheia), meaning unknown, perhaps related to ‘ρεω (rheo) "to flow" or ερα (era) "ground". In Greek mythology Rhea was a Titan, the wife of Cronus, and the mother of Zeus, Poseidon, Hades, Hera, Demeter and Hestia. Also, in Roman mythology a woman named Rhea Silvia was the mother of Romulus and Remus, the legendary founders of Rome.	1
Rheinallt	Welsh form of REYNOLD.	0
Rhianna	Probably a variant of RHIANNON.	1
Rhian	Derived from Welsh rhiain meaning "maiden".	1
Rhiannon	Probably derived from the old Celtic name Rigantona meaning "great queen". It is speculated that this was the name of an otherwise unattested Celtic goddess of fertility and the moon. The name Rhiannon appears later in Welsh legend in the Mabinogion, borne by the wife of Pwyll and the mother of Pryderi.As an English name, it became popular due to the Fleetwood Mac song 'Rhiannon' (1976).	1
Rhianon	Variant of RHIANNON.	1
Rhianu	Variant of RHIAN.	1
Rhisiart	Welsh form of RICHARD.	0
Rhoda	Derived from Greek ‘ροδον (rhodon) meaning "rose". In the New Testament this name was borne by a maid in the house of Mary the mother of John Mark. As an English given name, Rhoda came into use in the 17th century.	1
Rhode	Greek form of RHODA.	1
Rhodri	Derived from the Welsh elements rhod "wheel" and rhi "king". This name was borne by a 9th-century Welsh king.	0
Rhona	Possibly derived from the name of the Hebridean island Rona, which means "rough island" in Gaelic.	1
Rhonwen	Means either "fair spear" or "fair hair" in Welsh. The first element is either rhon "spear" or rhawn "(coarse) hair", and the second element is gwen "fair, white, blessed".	1
Rhosyn	Means "rose" in Welsh. This is a modern Welsh name.	1
Rhydderch	Means "reddish brown" in Welsh. It is sometimes used as a Welsh form of RODERICK.	0
Ríghnach	Variant of RÍOGHNACH.	1
Ríoghnach	Derived from Irish ríoghan meaning "queen". In Irish legend this was a wife of the Irish king Niall.	1
Ria	Short form of MARIA.	1
Ričardas	Lithuanian form of RICHARD.	0
Riannon	Variant of RHIANNON.	1
Ricard	Catalan form of RICHARD.	0
Riagán	Possibly derived from ríodhgach meaning "impulsive".	0
Ridha	Means "satisfaction, contentment" in Arabic. This name was borne by Ali Musi al-Ridha, a 9th-century Shia imam.	0
Rifka	Yiddish form of RIVKA.	1
Rigel	Derived from Arabic الرجل (al-Rijl) meaning "foot". This is the name of the star that forms the left foot of the constellation Orion.	0
Rigantona	Reconstructed old Celtic form of RHIANNON.	1
Rihards	Latvian form of RICHARD.	0
Riina	Short form of KATARIINA.	1
Riko	From Japanese 莉 (ri) meaning "white jasmine" or 理 (ri) meaning "reason, logic" combined with 子 (ko) meaning "child". Other kanji combinations are possible.	1
Riku  (2)	From Japanese 陸 (riku) meaning "land" or different kanji which are pronounced the same way.	0
Rikuto	From Japanese 陸 (riku) meaning "land" combined with 斗 (to), which refers to a Chinese constellation, or 人 (to) meaning "person", as well as other combinations of kanji which have the same pronunciations.	0
Rin	From Japanese 凛 (rin) meaning "dignified, severe, cold" or other kanji which are pronounced the same way.	0
Rina  (2)	Means "joy" in Hebrew.	1
Rina  (4)	From Japanese 莉 (ri) meaning "white jasmine" or 里 (ri) meaning "village" combined with 奈 (na), a phonetic character, or 菜 (na) meaning "vegetables, greens". Other kanji combinations are possible.	1
Rinat  (1)	Tatar and Bashkir form of RENAT.	0
Rinat  (2)	Variant of RINA  (2).	1
Risto	Finnish and Macedonian short form of CHRISTOPHER.	0
Riva	Diminutive of RIVKA.	1
Rivqah	Ancient Hebrew form of REBECCA.	1
Róbert	Hungarian and Icelandic form of ROBERT.	0
Rórdán	From the older Irish name Ríoghbhardán, which meant "little poet king" from Irish Gaelic ríogh "king" combined with bard "poet" and a diminutive suffix.	0
Roald	Modern form of the Old Norse name Hróðvaldr or Hróaldr, composed of the elements hróðr "fame" and valdr "ruler". This name was borne by the children's author Roald Dahl (1916-1990).	0
Roan	Variant of RONNE.	0
Robert	From the Germanic name Hrodebert meaning "bright fame", derived from the Germanic elements hrod "fame" and beraht "bright". The Normans introduced this name to Britain, where it replaced the Old English cognate Hreodbeorht. It has been a very common English name since that time.The name has been borne by two early kings of France, two Dukes of Normandy, and three kings of Scotland, including Robert the Bruce who restored the independence of Scotland from England in the 14th century. The author Robert Browning (1812-1889) and poets Robert Burns (1759-1796) and Robert Frost (1874-1963) are famous literary bearers of this name. Other bearers include Robert E. Lee (1807-1870), the commander of the Confederate army during the American Civil War, and American actors Robert Redford (1936-), Robert De Niro (1943-) and Robert Downey Jr. (1965-).	0
Robertas	Lithuanian form of ROBERT.	0
Roberts	Latvian form of ROBERT.	0
Roc	Catalan form of ROCCO.	0
Rochelle	From the name of the French city La Rochelle, meaning "little rock". It first became commonly used as a given name in America in the 1930s, probably due to the fame of actress Rochelle Hudson (1914-1972) and because of the similarity to the name Rachel.	1
Roddy	Diminutive of RODERICK or RODNEY.	0
Roderic	Catalan form of RODERICK.	0
Roderick	Means "famous power" from the Germanic elements hrod "fame" and ric "power". This name was in use among the Visigoths; it was borne by their last king (also known as Rodrigo), who died fighting the Muslim invaders of Spain in the 8th century. It also had cognates in Old Norse and West Germanic, and Scandinavian settlers and Normans introduced it to England, though it died out after the Middle Ages. It was revived in the English-speaking world by Sir Walter Scott's poem 'The Vision of Don Roderick' (1811).	0
Rodica	Derived from Slavic rod meaning "fertile".	1
Rodina	Scottish feminine form of RODERICK.	1
Roghayeh	Persian form of RUQAYYAH.	1
Rohese	Norman French form of HRODOHAIDIS.	1
Roi  (1)	Galician short form of RODRIGO.	0
Rohesia	Latinized form of the medieval name Rohese (see ROSE).	1
Roi  (2)	Means "my shepherd" in Hebrew.	0
Roimata	Means "tear drop" in Maori.	1
Rokuro	Variant transcription of ROKUROU.	0
Rokurou	From Japanese 六 (roku) meaning "six" and 郎 (rou) meaning "son". This name was traditionally given to the sixth son. Other combinations of kanji characters can be possible.	0
Rokus	Frisian form of ROCCO.	0
